        wavelength                  f_lam                  e_lam              telcor
3836.8999999999514   3.18328242859073e-15  1.289266204815167e-16                 1.0
3837.5999999999513  3.410110427956632e-15 1.3092461591142657e-16                 1.0
 3838.299999999951 3.3786444573961256e-15 1.2936369486344677e-16                 1.0
 3838.999999999951  3.094163663591397e-15 1.2874917605604481e-16                 1.0
3839.6999999999507 3.1018544583954578e-15 1.2831575655867428e-16                 1.0
3840.3999999999505 3.2253370121797014e-15 1.2775803859314293e-16                 1.0
3841.0999999999503 3.2169309772856813e-15 1.2933971311445325e-16                 1.0
  3841.79999999995 3.2713495031683864e-15 1.2870825802823057e-16                 1.0
  3842.49999999995  3.256279463209797e-15 1.3040932339133878e-16                 1.0
  3843.19999999995 3.0857502498709227e-15 1.2780946066855466e-16                 1.0
3843.8999999999496  3.160694409373692e-15 1.2949703069972793e-16                 1.0
3844.5999999999494 3.2372492533422984e-15  1.294750666994963e-16                 1.0
3845.2999999999493  3.093989916532574e-15 1.2967822509174183e-16                 1.0
 3845.999999999949 3.2073027684625304e-15 1.2920770002225128e-16                 1.0
 3846.699999999949 3.0623817172683908e-15  1.279850213870579e-16                 1.0
3847.3999999999487  3.061777847528655e-15 1.2918701348041184e-16                 1.0
3848.0999999999485 3.1187645346026044e-15 1.2711077150360926e-16                 1.0
3848.7999999999483  3.292613761810707e-15  1.287879463751293e-16                 1.0
 3849.499999999948 3.0402438568093294e-15  1.265248564034305e-16                 1.0
 3850.199999999948 3.1470958465854615e-15  1.257123258990832e-16                 1.0
 3850.899999999948  3.262186587491995e-15 1.2675227933562627e-16                 1.0
3851.5999999999476 3.1312727963640415e-15 1.2798001016377722e-16                 1.0
3852.2999999999474 3.0727871505554016e-15 1.2745721307903661e-16                 1.0
3852.9999999999472  3.135056485497181e-15  1.242924095067365e-16                 1.0
 3853.699999999947  3.038806545947255e-15  1.243280086274995e-16                 1.0
 3854.399999999947   3.07536650803173e-15 1.2445850290841215e-16                 1.0
3855.0999999999467  3.160108190615614e-15  1.244108880774003e-16                 1.0
3855.7999999999465 3.1132907007163398e-15 1.2447906364105318e-16                 1.0
3856.4999999999463 3.3041397780907627e-15 1.2478231511022453e-16                 1.0
 3857.199999999946 2.9724444993148564e-15 1.2317062815893618e-16                 1.0
 3857.899999999946 2.8585297259846708e-15 1.2119120900543433e-16                 1.0
 3858.599999999946  2.975122531819345e-15 1.2031835843418782e-16                 1.0
3859.2999999999456   3.02009548792032e-15 1.1821521576659462e-16                 1.0
3859.9999999999454 3.0788164022649783e-15 1.2009368672162475e-16                 1.0
3860.6999999999452  2.964710701666145e-15 1.1926468097392758e-16                 1.0
 3861.399999999945 2.9222230263479493e-15 1.2148364718348673e-16                 1.0
 3862.099999999945  3.019237335014514e-15   1.22025736020606e-16                 1.0
3862.7999999999447 3.1150449979969916e-15 1.2279998653581697e-16                 1.0
3863.4999999999445 3.1505743573299104e-15 1.2258394845373818e-16                 1.0
3864.1999999999443   3.12983658599303e-15  1.209110690433947e-16                 1.0
 3864.899999999944  3.083572131963924e-15 1.2199665396722707e-16                 1.0
